Hebrew Word,Valence,Arousal,Dominance
עגום,0.2333333333333333,0.443,0.24833333333333332
עגיל,0.6295,0.433,0.5085
עגילים,0.676,0.346,0.517
עגינה,0.39575,0.47775,0.5465
עגינות,0.406,0.5,0.516
עגל,0.531,0.366,0.336
עגלה,0.52725,0.4585,0.38175000000000003
עגלון,0.39549999999999996,0.437,0.47
עגמומי,0.23883333333333334,0.46,0.224
עגן,0.3225,0.5785,0.445
עגנה,0.3125,0.627,0.4075
עד הנה,0.4895,0.3065,0.359
עד כה,0.4756666666666667,0.323,0.39366666666666666
עד ראייה,0.541,0.686,0.698
עדה,0.698,0.354,0.582
עדות,0.367,0.5675,0.639
עדין,0.5606,0.38039999999999996,0.417
עדינות,0.8695,0.2785,0.3915
עדיפות,0.594,0.52,0.598
עדר,0.4608,0.5398,0.5307999999999999
עדשה,0.42,0.245,0.472
עדשה כפולה,0.42,0.431,0.5
עובד,0.582,0.361,0.481
עובד אלילים,0.243,0.5535,0.5165
עובד יום,0.622,0.495,0.578
עובד כללי במלון,0.521,0.32499999999999996,0.31
עובדה,0.6855,0.402,0.6555
עובדות,0.688,0.471,0.693
עובדים,0.705,0.644,0.737
עובדתי,0.656,0.44,0.545
עובר,0.5760000000000001,0.494,0.42400000000000004
עוברי,0.4805,0.3805,0.481
עובש,0.3435,0.225,0.324
עוגה,0.81,0.375,0.287
עוגיות,0.823,0.451,0.316
עוגייה,0.8343333333333334,0.33899999999999997,0.26566666666666666
עוגיית זנגביל,0.597,0.333,0.264
עוגן,0.4613333333333333,0.4793333333333334,0.6353333333333333
עוגת גבינה,0.86,0.276,0.238
עוגת פירות,0.865,0.44,0.357
עודד,0.8358000000000001,0.6502,0.6801999999999999
עודף,0.401,0.81,0.6565
עודפים,0.344,0.592,0.589
עוול,0.062,0.745,0.325
עוון,0.2145,0.6034999999999999,0.39449999999999996
עוזר,0.6264000000000001,0.393,0.4593999999999999
עוזר משפטי,0.479,0.47,0.519
עוזרר,0.406,0.426,0.431
עוזרת,0.406,0.324,0.3
עויין,0.26,0.823,0.556
עוין,0.193,0.829,0.487
עוינות,0.41,0.7255,0.4655
עולה,0.741,0.6585000000000001,0.7989999999999999
עולה באש,0.3035,0.8755,0.6000000000000001
עולה לאוויר,0.583,0.196,0.37
עולה לגמר,0.833,0.686,0.736
עולה רגל,0.531,0.404,0.569
עולם החי,0.646,0.346,0.404
עולמי,0.561,0.45,0.547
עומל,0.719,0.583,0.792
עומס באוטובוס,0.561,0.481,0.492
עומס יתר,0.248,0.7224999999999999,0.599
עומק,0.599,0.517,0.708
עונה,0.684,0.5,0.607
עוני,0.071,0.519,0.183
עונש,0.062,0.49,0.24
עונת החגים,0.875,0.566,0.518
עוסק,0.704,0.497,0.684
עוף,0.528,0.35633333333333334,0.35733333333333334
עוף החול,0.653,0.481,0.594
עופר,0.626,0.36,0.284
עופרת,0.323,0.657,0.455
עוצמה,0.615,0.7715000000000001,0.863
עוצמת אש,0.375,0.941,0.81
עוצר,0.219,0.618,0.623
עוצר דימום,0.316,0.5,0.474
עוצר נשימה,0.936,0.792,0.921
עוקב,0.58675,0.45675,0.55725
עוקף,0.245,0.5045,0.3215
עוקץ,0.448,0.365,0.417
עוקצני,0.177,0.594,0.455
עור,0.51,0.324,0.341
"עור בע""ח",0.438,0.51,0.218
עור דוב,0.333,0.398,0.464
עור חזיר,0.347,0.449,0.3
עור פרה,0.458,0.324,0.333
עורב,0.224,0.439,0.363
עורבני,0.531,0.408,0.389
עורבני כחול,0.635,0.52,0.31
עורי,0.375,0.388,0.3855
עורית,0.365,0.37,0.328
עורך,0.688,0.4175,0.583
עורך דין,0.5573333333333333,0.5643333333333334,0.7853333333333333
עורך מכרז,0.542,0.732,0.716
עורך סקר,0.448,0.598,0.602
עורמה,0.41,0.417,0.467
עורף,0.47850000000000004,0.394,0.3775
עורף המדינה,0.53,0.52,0.457
עורפית,0.398,0.408,0.518
עורק,0.3805,0.5015,0.4275
עורקי,0.396,0.5449999999999999,0.56
עורר,0.574,0.70775,0.60075
עורר יראת כבוד,0.364,0.774,0.361
עורר מחלוקת,0.271,0.623,0.391
עוררות,0.791,0.943,0.731
עושה הליכות,0.694,0.802,0.644
עושה מדיטציה,0.718,0.185,0.399
עושק,0.08,0.673,0.615
עושר,0.62,0.615,0.648
עותק,0.46,0.24,0.263
עותר,0.601,0.531,0.566
עז,0.36450000000000005,0.5905,0.5615
עזב,0.18000000000000002,0.5206666666666667,0.32466666666666666
עזבון,0.792,0.47,0.7715000000000001
עזוב,0.05,0.49,0.192
עזוב אותי בשקט,0.24,0.472,0.402
עזיבה,0.163,0.542,0.371
עזר,0.5915,0.4755,0.5045
עזרה,0.673,0.471,0.46
עזרים,0.561,0.48,0.5
עט,0.622,0.194,0.25
עט כדורי,0.596,0.337,0.318
עטיפה,0.458,0.327,0.328
עטלף,0.324,0.409,0.48
עטרה,0.417,0.396,0.381
עיבד,0.708,0.41,0.598
עיבה,0.598,0.415,0.623
עיבוד,0.6653333333333333,0.39633333333333337,0.5563333333333333
עיבור,0.104,0.66,0.302
עיבר,0.51,0.721,0.655
עידוד,0.784,0.67325,0.6745
עידון,0.74,0.387,0.412
עידן חדש,0.694,0.556,0.727
עיוור,0.245,0.471,0.231
עיוור ל,0.229,0.388,0.355
עיוורון,0.245,0.48,0.196
עיוות,0.16799999999999998,0.5831999999999999,0.33039999999999997
עיון,0.622,0.235,0.543
עיוני,0.729,0.308,0.739
עיזבון,0.661,0.398,0.882
עיט,0.604,0.594,0.679
עיטורי,0.663,0.392,0.46
עיטורים,0.665,0.282,0.685
עיטר בפרנזים,0.458,0.37,0.348
עיין,0.503,0.27,0.439
עייף,0.245,0.424,0.29200000000000004
עייף יתר על המידה,0.21,0.357,0.273
עייפות,0.173,0.378,0.265
עיכב,0.2705714285714286,0.4961428571428571,0.3764285714285714
עיכוב,0.2505,0.47950000000000004,0.39175000000000004
עיכול,0.531,0.41,0.455
עיכולי,0.542,0.413,0.434
עילה,0.667,0.5,0.598
עימוד,0.459,0.333,0.4
עימות,0.29266666666666663,0.8263333333333334,0.598
עימת,0.5005,0.47200000000000003,0.5055000000000001
עין,0.6455,0.272,0.4285
עינג,0.9435,0.665,0.666
עינוי,0.22349999999999998,0.7135,0.3285
עיני,0.4225,0.3775,0.42200000000000004
עיניים,0.76,0.279,0.432
עינית,0.48933333333333334,0.3383333333333333,0.4086666666666667
עיסה,0.5,0.311,0.125
עיפרון,0.552,0.2,0.263
עיפרון פחם,0.302,0.186,0.342
עיפרון צבעוני,0.644,0.313,0.29500000000000004
עיצב,0.745,0.38,0.595
עיצבן,0.27,0.731,0.356
עיצוב,0.674,0.3175,0.589
עיצוב פנים,0.734,0.311,0.573
עיצור,0.5,0.347,0.417
עיקול,0.12,0.7455,0.448
עיקום,0.171,0.765,0.55
עיקור,0.198,0.735,0.381
עיקל,0.156,0.65,0.352
עיקם,0.34400000000000003,0.5005,0.321
עיקר,0.38549999999999995,0.3465,0.5195000000000001
עיקרון,0.708,0.422,0.903
עיקש,0.25366666666666665,0.6166666666666667,0.4936666666666667
עיר בירה,0.52,0.5,0.798
עיר הולדתו,0.858,0.333,0.605
עירוי,0.583,0.365,0.453
עירום,0.4462,0.7884,0.3252
עירוני,0.625,0.39,0.758
עירור,0.792,0.958,0.75
עיריה,0.569,0.28,0.614
עירני,0.719,0.745,0.742
עירפול,0.208,0.392,0.38
עיתון,0.5609999999999999,0.20299999999999999,0.3685
עיתונאי,0.619,0.4505,0.6134999999999999
עיתונות,0.622,0.5,0.684
עכבה,0.265,0.392,0.534
עכבר,0.427,0.441,0.206
עכברי,0.48,0.413,0.339
"עכו""ם",0.194,0.529,0.491
עכוז,0.5,0.637,0.422
עכוזים,0.365,0.457,0.333
עכור,0.143,0.618,0.37
עכשווי,0.6799999999999999,0.369,0.58
על אף,0.367,0.316,0.433
על האש,0.792,0.643,0.456
על הבמה,0.719,0.673,0.583
על הסיפון,0.655,0.3675,0.486
על הקצה,0.479,0.552,0.4
על טבעי,0.167,0.814,0.56
על שרטון,0.333,0.34,0.445
על תחמוצת,0.458,0.529,0.51
עלבון,0.327,0.74,0.547
עלה,0.5913333333333334,0.4066666666666667,0.5033333333333333
עלה כותרת,0.81,0.194,0.211
עלוב,0.145,0.41,0.217
עלווה,0.62,0.373,0.237
עלול לטעות,0.365,0.537,0.402
עלון,0.5315,0.25,0.368
עלוקה,0.1825,0.6605,0.2815
עלוקות,0.115,0.698,0.295
עלות,0.441,0.45766666666666667,0.547
עלי,0.427,0.463,0.426
עליון,0.7135,0.644,0.8614999999999999
עליונות,0.724,0.625,0.7
עליז,0.8089090909090909,0.6606363636363637,0.615909090909091
עליזות,0.969,0.802,0.675
עלייה,0.6366666666666667,0.6713333333333334,0.6669999999999999
עלייה ל,0.612,0.383,0.636
עלייה למטוס,0.531,0.402,0.534
עלייה לרגל,0.708,0.522,0.625
עליית גג,0.5155000000000001,0.3185,0.36
עליית-גג,0.521,0.259,0.377
עלייתו של ישו (בנצרות),0.765,0.72,0.714
עלילה,0.2985,0.6305,0.4565
עליצות,0.8026,0.6146,0.5924
עלית,0.688,0.704,0.737
עלמה,0.6823333333333332,0.45366666666666666,0.42300000000000004
עלתה על סרטון,0.333,0.34,0.445
עם,0.6335,0.4165,0.46599999999999997
עם ביצים,0.635,0.573,0.536
עם גבעות,0.643,0.479,0.603
עם עופרת,0.439,0.625,0.595
עמדה,0.604,0.451,0.538
עמוד,0.58,0.268,0.544
עמוד שדרה,0.5495000000000001,0.41200000000000003,0.486
עמודי,0.448,0.34,0.491
עמום,0.3133333333333333,0.36000000000000004,0.287
עמוס,0.3605,0.5195000000000001,0.528
עמוק,0.49,0.473,0.657
עמיד,0.6555,0.4315,0.749
עמידה,0.562,0.309,0.598
עמידות,0.75,0.398,0.813
עמילן תירס,0.643,0.299,0.337
עמית,0.5503333333333333,0.409,0.572
עמית לעבודה,0.667,0.49,0.625
עמל,0.5630000000000001,0.5236666666666666,0.61
עמלה,0.677,0.48,0.571
עמלים,0.705,0.644,0.737
עממי,0.663,0.433,0.432
עמעם,0.3345,0.3715,0.3045
עמק,0.458,0.38,0.453
ענב,0.729,0.122,0.295
ענבים,0.784,0.24,0.236
ענבל,0.5,0.229,0.42
ענבר,0.635,0.308,0.369
ענה,0.2865,0.5275000000000001,0.22999999999999998
ענווה,0.74,0.118,0.444
עני,0.14300000000000002,0.40449999999999997,0.1545
עניבה,0.583,0.229,0.314
עניין,0.7623333333333333,0.5753333333333334,0.6906666666666667
עניין חשוב,0.531,0.481,0.5
ענישה,0.302,0.6685,0.51
ענן,0.7375,0.164,0.333
עננות,0.469,0.25,0.343
עננים,0.735,0.195,0.324
ענף,0.538,0.206,0.25
ענק,0.5953333333333334,0.702,0.7200000000000001
ענקי,0.6016666666666667,0.6596666666666667,0.781
ענקיות,0.594,0.648,0.848
ענתיקה,0.5123333333333333,0.34099999999999997,0.48500000000000004
ענתיקות,0.489,0.33499999999999996,0.5035
עסוק,0.6194999999999999,0.548,0.6615
עסיסי,0.753,0.47150000000000003,0.41000000000000003
עסק,0.594,0.5209999999999999,0.614
עסקה,0.6859999999999999,0.5660000000000001,0.6065
עסקים,0.6,0.491,0.48
עף,0.7090000000000001,0.548,0.6739999999999999
עף באוויר,0.643,0.531,0.481
עפיפון,0.643,0.5,0.573
עפץ,0.417,0.51,0.353
עפר,0.112,0.5,0.236
עפרה,0.5,0.333,0.356
עפרונות צבעוניים,0.684,0.366,0.405
עפרוני,0.57,0.292,0.352
עץ,0.517,0.184,0.373
עץ הסקה,0.52,0.348,0.263
עץ סנדוויץ',0.561,0.245,0.38
עץ קשה,0.417,0.363,0.518
עצב,0.129,0.698,0.307
עצבון,0.12,0.7755,0.41900000000000004
עצבי,0.582,0.426,0.391
עצבים,0.333,0.783,0.264
עצבן,0.188,0.7484444444444445,0.3631111111111111
עצבנות,0.16733333333333333,0.7973333333333334,0.22766666666666668
עצבני,0.26276923076923075,0.7599230769230769,0.3786923076923077
עצבני מרעב,0.219,0.794,0.279
עצה,0.698,0.408,0.688
עצוב,0.646,0.137,0.291
עצום,0.65225,0.712,0.83675
עצומה,0.498,0.575,0.415
עצור,0.167,0.36,0.432
עצי סחף,0.321,0.283,0.439
עצים,0.698,0.784,0.907
עציר,0.306,0.51,0.321
עצירה,0.167,0.36,0.432
עצירות,0.079,0.612,0.231
עצירת ביניים,0.52,0.355,0.5
עצל,0.2845,0.3225,0.1775
עצלות,0.271,0.24,0.132
עצלן,0.392,0.264,0.096
עצלנות,0.271,0.24,0.132
עצם,0.30900000000000005,0.35650000000000004,0.38549999999999995
עצם הבריח,0.40900000000000003,0.4135,0.379
עצם הירך,0.408,0.289,0.413
עצם הלסת,0.468,0.413,0.342
עצמאות,0.896,0.663,0.911
עצמאי,0.859,0.5085,0.804
עצמאי מחשבתית,0.354,0.676,0.409
עצמה,0.66,0.337,0.483
עצמו,0.66,0.337,0.483
עצמות,0.281,0.343,0.358
עצר,0.3154,0.6052,0.4936
עקב,0.48,0.35,0.385
עקבה,0.592,0.292,0.336
עקביות,0.75,0.4655,0.8065
עקבים,0.5,0.439,0.396
עקבים גבוהים,0.646,0.528,0.429
עקוב מדם,0.14,0.875,0.455
עקום,0.36166666666666664,0.543,0.37966666666666665
עקומה,0.48,0.375,0.307
עקור,0.281,0.472,0.291
עקיף,0.385,0.402,0.33
עקיפה,0.531,0.571,0.473
עקירה,0.347,0.6355,0.5035000000000001
עקמומיות,0.417,0.367,0.447
עקעק,0.5,0.458,0.327
עקף,0.319,0.5145,0.34650000000000003
עקר,0.2476,0.5788,0.374
עקרות,0.198,0.689,0.224
עקרת בית,0.656,0.361,0.449
עקשן,0.276875,0.6145,0.5307499999999999
ער,0.667,0.469,0.741
ערב,0.535,0.2815,0.379
ערב חג המולד,0.812,0.491,0.463
ערב לחיך,0.823,0.5,0.594
ערבה,0.673,0.183,0.415
ערבוביה,0.2253333333333333,0.6403333333333333,0.35566666666666674
ערבון,0.531,0.422,0.717
ערבות,0.5095000000000001,0.4285,0.6895
ערוך לקרב,0.235,0.724,0.421
ערום,0.4065,0.9,0.244
ערוץ,0.46900000000000003,0.441,0.385
ערוץ נחל,0.316,0.519,0.394
ערי בירה,0.755,0.5,0.655
עריכה,0.5569999999999999,0.40700000000000003,0.5185
ערימה,0.504,0.4176666666666667,0.4936666666666667
ערימות,0.4795,0.39849999999999997,0.457
ערימת שחת,0.552,0.292,0.331
עריסה,0.6846666666666668,0.22133333333333335,0.3393333333333333
עריצות,0.255,0.696,0.62
עריק,0.14250000000000002,0.703,0.32599999999999996
עריקה,0.134,0.612,0.3095
ערך,0.521,0.396,0.568
ערכה,0.583,0.344,0.42
ערכים,0.646,0.43,0.611
ערמומי,0.460125,0.58575,0.5663750000000001
ערמומיות,0.604,0.685,0.683
ערמון,0.714,0.21,0.294
ערמוני,0.51,0.24,0.411
ערנות,0.375,0.875,0.75
ערני,0.5885,0.714,0.555
ערסל,0.673,0.255,0.287
ערעור,0.663,0.598,0.558
ערער,0.4916666666666667,0.5143333333333333,0.39866666666666667
ערפול,0.427,0.327,0.217
ערפילי,0.427,0.451,0.278
ערפיליות,0.49,0.33,0.472
ערפילית,0.5,0.374,0.45499999999999996
ערפל,0.4483333333333333,0.2273333333333333,0.25233333333333335
ערק,0.14550000000000002,0.5205,0.1995
ערש,0.776,0.194,0.333
ערש דווי,0.051,0.652,0.311
עש,0.323,0.35,0.196
עשב,0.643,0.418,0.353
עשב תיבול,0.62,0.299,0.308
עשבוני,0.56,0.22,0.31
עשבי,0.647,0.323,0.371
עשבי תיבול,0.62,0.299,0.308
עשבייה,0.602,0.188,0.327
עשה,0.684,0.42,0.48
עשה לי את היום,0.694,0.573,0.537
עשוי מגומי,0.521,0.302,0.291
עשוק,0.119,0.64,0.259
עשור,0.531,0.402,0.665
עשיר,0.651,0.7215,0.7464999999999999
עשיר בטעם,0.885,0.552,0.545
עשיר במראה,0.885,0.552,0.545
עשן,0.3,0.454,0.372
עשרוני,0.507,0.259,0.305
עששת,0.115,0.569,0.283
עתיד,0.888,0.644,0.786
עתיק,0.527,0.2535,0.47850000000000004
עתיקות,0.54,0.37,0.595
עתיר אירועים,0.543,0.837,0.51
עתר,0.498,0.575,0.415
פאדג',0.853,0.418,0.407
פאו,0.375,0.44,0.426
פאוזה,0.429,0.188,0.264
פאון,0.49,0.303,0.376
פאונד,0.57,0.337,0.443
פאוץ',0.438,0.23,0.271
פאזל,0.594,0.582,0.519
פאטה,0.406,0.26,0.26
פאי,0.6745,0.3335,0.384
פאנטום,0.26,0.759,0.448
פאניקה,0.062,0.938,0.4
פאנל,0.469,0.321,0.425
פאנק,0.466,0.589,0.39
פאנקי,0.531,0.755,0.389
פאסה,0.531,0.357,0.426
פאסון,0.52,0.333,0.518
פאר,0.7116666666666668,0.699,0.7240000000000001
פארו,0.544,0.349,0.357
פארודיה,0.561,0.651,0.375
פארק,0.816,0.343,0.414
פארקה,0.469,0.481,0.395
פאתוס,0.35,0.449,0.462
פברוק,0.573,0.587,0.705
פברק,0.418,0.427,0.555
פג,0.357,0.333,0.276
פגאני,0.292,0.578,0.542
פגודה,0.571,0.259,0.435
פגום,0.203875,0.527625,0.291625
פגוע,0.154,0.617,0.3005
פגוש,0.377,0.516,0.497
פגיון,0.224,0.797,0.613
פגיון מלזי,0.427,0.417,0.407
פגימות,0.271,0.451,0.234
פגיע,0.143,0.357,0.105
פגיעה,0.3265,0.7055,0.461
פגישה,0.69675,0.5177499999999999,0.54625
פגישות,0.745,0.677,0.625
פגישת מחזור,0.76,0.413,0.472
פגם,0.22172727272727275,0.5070909090909091,0.24209090909090908
פגע,0.11833333333333333,0.7243333333333334,0.36433333333333334
פגר,0.07250000000000001,0.6094999999999999,0.2845
פד,0.684,0.279,0.33
פדופיל,0.051,0.724,0.43
פדיאטרי,0.56,0.462,0.49
פדיקור,0.695,0.269,0.296
פדל,0.5,0.32,0.342
פדנטי,0.229,0.608,0.253
פדרלי,0.53,0.459,0.859
פדרציה,0.633,0.354,0.763
פה,0.734,0.294,0.336
פה גדול,0.377,0.596,0.443
פה ושם,0.458,0.491,0.333
פואטיקה,0.833,0.306,0.353
פואמה,0.81,0.27,0.571
פואמות,0.833,0.388,0.418
פוביה,0.173,0.904,0.291
פוגו,0.48,0.426,0.368
פוגם,0.031,0.583,0.232
פוגע,0.10766666666666667,0.694,0.49499999999999994
פוגעני,0.22866666666666666,0.7680000000000001,0.4096666666666666
פודיום,0.627,0.365,0.702
פודינג,0.49,0.519,0.386
פודל,0.5,0.413,0.301
פוזאיסט,0.469,0.385,0.316
פוזל,0.398,0.55,0.4165
פוחז,0.541,0.816,0.596
פוחת,0.32,0.346,0.224
פוט,0.49,0.29,0.254
פוטוגני,0.78,0.5,0.495
פוטומטריה,0.417,0.456,0.436
פוטון,0.444,0.395,0.399
פוטנציאל,0.757,0.685,0.8594999999999999
פוטנציה,0.708,0.745,0.879
פוטסיום,0.469,0.314,0.472
פוטר,0.573,0.417,0.482
פוי,0.43200000000000005,0.4595,0.32699999999999996
פולו,0.582,0.36,0.415
פולחן,0.49,0.327,0.568
פוליאסטר,0.479,0.27,0.366
פוליגון,0.49,0.558,0.557
פוליגמיה,0.365,0.647,0.563
פוליגרף,0.427,0.491,0.602
פוליו,0.40449999999999997,0.35850000000000004,0.422
פוליטי,0.347,0.73,0.875
פוליטיקאי,0.323,0.551,0.863
פוליטיקה,0.25,0.528,0.855
פולימורפיזם,0.429,0.592,0.558
פולימר,0.438,0.33,0.393
פולמוסי,0.133,0.75,0.652
פולני,0.604,0.412,0.533
פולקה,0.604,0.451,0.426
פולקלור,0.755,0.585,0.449
פולש,0.173,0.7835,0.471
פולשני,0.3275,0.6685,0.5680000000000001
פומה,0.438,0.588,0.538
פומית,0.573,0.346,0.393
פומפה,0.365,0.51,0.373
פונג,0.5,0.5,0.396
פונדו,0.656,0.363,0.35
פונדמנטליסט,0.49,0.43,0.759
פונדק,0.66,0.284,0.475
פונדקאי,0.578,0.224,0.472
פונה,0.417,0.613,0.573
פונה צפונה,0.604,0.454,0.491
פונולוגיה,0.695,0.402,0.512
פונטון,0.5,0.377,0.373
פונטי,0.542,0.435,0.536
פונטיקה,0.646,0.425,0.519
פוני,0.812,0.413,0.315
פוני בשיער,0.52,0.387,0.323
פוניקה,0.49,0.519,0.455
פונץ' פירות,0.837,0.363,0.368
פונצ'ו,0.49,0.265,0.231
פונקציה,0.694,0.296,0.618
פונקציונלי,0.75,0.5,0.72
פוס,0.551,0.421,0.473
פוסט מורטם,0.296,0.486,0.42
פוסטר,0.542,0.275,0.365
פוספט,0.5,0.306,0.407
פוסק,0.561,0.537,0.814
פועל,0.561,0.51,0.698
פועל יוצא,0.771,0.62,0.688
פוף,0.4595,0.3835,0.275
פופ,0.673,0.51,0.491
פופולארי,0.88,0.676,0.731
פופולרי,0.88,0.676,0.731
פופולריות,0.896,0.784,0.861
פופי,0.635,0.392,0.357
פופקורן,0.875,0.441,0.231
פופר,0.42,0.509,0.411
פוצה פה,0.333,0.48,0.393
פוצע,0.125,0.7745,0.3055
פוצץ,0.37233333333333335,0.7746666666666666,0.6803333333333333
פוקד,0.562,0.664,0.925
פוקסטרוט,0.562,0.52,0.505
פוקר,0.48,0.689,0.398
פורה,0.8089999999999999,0.513,0.6705
פורום,0.556,0.49,0.632
פורח,0.8803333333333333,0.4676666666666667,0.47433333333333333
פורטה,0.829,0.737,0.8
פורטל,0.583,0.347,0.547
פוריות,0.7865,0.56,0.7045
פורמט,0.562,0.308,0.438
פורמלדהיד,0.296,0.415,0.443
פורמליזם,0.838,0.289,0.689
פורנו,0.32299999999999995,0.919,0.47
פורנוגרפי,0.23,0.896,0.5
פורנוגרפיה,0.323,0.921,0.481
פורנזי,0.439,0.627,0.436
פורס,0.541,0.444,0.368
פורץ,0.05,0.769,0.404
פורץ מנעולים,0.51,0.417,0.491
פורצלן,0.562,0.31,0.349
פורר,0.143,0.66,0.364
פורש,0.35,0.582,0.413
פושט,0.418,0.684,0.728
פושט רגל,0.23,0.481,0.318
פושע,0.066,0.864,0.492
פושר,0.573,0.3,0.241
פותח,0.667,0.51,0.62
פותח האשכול,0.48,0.402,0.349
פותחן,0.514,0.5085,0.3425
פזיז,0.47,0.8113333333333334,0.6096666666666667
פזמון,0.5449999999999999,0.425,0.41700000000000004
פזרנות,0.531,0.802,0.7
פח,0.542,0.33199999999999996,0.3905
פח זבל,0.229,0.418,0.101
פחד,0.15385714285714286,0.7397857142857143,0.36614285714285716
פחדים,0.061,0.821,0.306
פחדן,0.176,0.4355,0.2665
פחדנות,0.133,0.621,0.167
פחדני,0.155,0.5365,0.1985
פחות,0.3305,0.20350000000000001,0.163
פחית,0.662,0.36,0.454
פחם,0.4053333333333333,0.26266666666666666,0.36200000000000004
פחמן,0.604,0.36,0.35
פחת,0.27875,0.40049999999999997,0.3185
פטוניה,0.583,0.26,0.356
פטור,0.5023333333333334,0.49833333333333335,0.5936666666666667
פטור מעונש,0.313,0.721,0.602
פטיו,0.562,0.245,0.402
פטיפון,0.561,0.398,0.565
פטירה,0.104,0.596,0.456
פטיש,0.37966666666666665,0.5443333333333333,0.5176666666666666
פטיש אוויר,0.199,0.69,0.519
פטליזם,0.208,0.694,0.631
פטמה,0.48,0.786,0.415
פטנט,0.724,0.391,0.609
פטפוט,0.49666666666666665,0.44566666666666666,0.31066666666666665
פטפט,0.48,0.567,0.3395
פטפטן,0.391,0.5940000000000001,0.45199999999999996
פטפטני,0.594,0.548,0.345
פטר,0.684,0.449,0.66
פטרוזיליה,0.458,0.17,0.291
פטרול,0.427,0.664,0.736
פטרון,0.6194999999999999,0.5685,0.8295
פטרונות,0.592,0.37,0.681
פטריארך,0.592,0.448,0.898
פטריארכלי,0.531,0.5,0.857
פטריוט,0.771,0.635,0.886
פטריוטי,0.875,0.509,0.933
פטריוטיזם,0.708,0.635,0.848
פטרייה,0.439,0.3055,0.221
פי,0.42,0.361,0.452
פי ארבע,0.53,0.408,0.51
פי הטבעת,0.347,0.644,0.35
פיאודלי,0.367,0.37,0.61
פיאודליות,0.229,0.465,0.607
פיאסטה,0.927,0.779,0.655
פיאסקו,0.167,0.6,0.2
פיאצה,0.625,0.471,0.472
פיברגלס,0.451,0.451,0.443
פיג'מה,0.8135,0.1635,0.2545
פיגור בתשלום,0.286,0.485,0.302
פיגורטיבי,0.479,0.45,0.634
פיגמנט,0.39,0.333,0.339
פידל,0.5,0.32,0.342
פיה,0.637,0.4303333333333333,0.377
פיו,0.531,0.429,0.302
פיוטה,0.406,0.462,0.426
פיוטי,0.831,0.29800000000000004,0.533
פיוטר,0.396,0.26,0.321
פיוס,0.792,0.475,0.726
פיורד,0.51,0.404,0.463
פיזור,0.28733333333333333,0.525,0.3733333333333333
פיזי,0.75,0.52,0.607
פיזיולוגי,0.51,0.418,0.62
פיזיולוגיה,0.521,0.451,0.519
פיזיותרפיסט,0.531,0.337,0.775
פיזיקאי,0.635,0.538,0.693
פיזיקה,0.582,0.415,0.664
פיזר,0.334,0.44075,0.26425
פיטורים,0.17049999999999998,0.827,0.537
פיטורין,0.188,0.836,0.554
פיטם,0.479,0.56,0.5365
פיטר,0.167,0.541,0.509
פייזלי,0.531,0.327,0.347
פיילוט ניסיוני,0.688,0.68,0.736
פיינט,0.686,0.333,0.321
פיינטבול,0.615,0.745,0.537
פייס,0.812,0.283,0.629
פיל,0.531,0.51,0.615
פילבוקס,0.385,0.339,0.296
פילגש,0.509,0.6950000000000001,0.585
פילה,0.6799999999999999,0.40349999999999997,0.3345
פילוגנזה,0.378,0.41,0.481
פילוסוף,0.684,0.316,0.72
פילוסופי,0.7035,0.2725,0.6839999999999999
פילוסופיה,0.684,0.255,0.64
פילח,0.554,0.388,0.387
פילטר,0.44,0.296,0.26
פיליבסטר,0.271,0.714,0.508
פיליגרן,0.576,0.408,0.514
פילנטרופיה,0.745,0.412,0.801
פילנתרופ,0.704,0.463,0.623
פילנתרופי,0.812,0.426,0.717
פין,0.354,0.81,0.556
פינבול,0.582,0.64,0.442
פינג,0.541,0.49,0.391
פינג'אן,0.49,0.397,0.375
פינגווין,0.615,0.296,0.307
פינה,0.4,0.296,0.366
פינו,0.365,0.37,0.361
פינוי,0.2956666666666667,0.6483333333333333,0.5033333333333333
פינוק,0.479,0.49,0.517
פינלה,0.406,0.33,0.468
פיסה,0.49,0.296,0.4
פיסטולה,0.312,0.481,0.33
פיסטוק,0.643,0.336,0.305
פיסקלי,0.5,0.582,0.845
פיפטה,0.48,0.403,0.418
פיץ',0.521,0.431,0.465
פיצה,0.6325,0.4315,0.32399999999999995
פיצוח,0.327,0.643,0.481
פיצוי,0.7575000000000001,0.401,0.4645
פיצוץ,0.15233333333333335,0.9066666666666667,0.7040000000000001
פיצוצים,0.123,0.86,0.594
פיצל,0.298,0.59,0.36766666666666664
פיצריה,0.719,0.52,0.364
פיקדון,0.54,0.379,0.483
פיקה,0.435,0.32766666666666666,0.379
פיקוד,0.562,0.664,0.925
פיקוח,0.385,0.618,0.723
פיקולו,0.625,0.423,0.38
פיקח,0.75225,0.5325,0.7867500000000001
פיקחות,0.564,0.66,0.679
פיקניק,0.6525000000000001,0.438,0.4285
פיקסי,0.562,0.537,0.325
פיקציה,0.438,0.657,0.441
פיקת הברך,0.4285,0.31,0.391
פיר,0.354,0.688,0.451
פיראט,0.156,0.74,0.559
פיראטיות,0.296,0.792,0.567
פיראנה,0.219,0.799,0.575
פירוט,0.708,0.5,0.598
פירור,0.417,0.255,0.216
פירוש,0.458,0.472,0.491
פירוש שגוי,0.112,0.556,0.36
פירות,0.865,0.357,0.259
פירט,0.5183333333333333,0.43166666666666664,0.58
